Model,Dataset,Dataset_Type,Fold,AUC,Best_C,Best_n_features,Best_tau,Best_B
MILP1,sonar,noise,7,0.7681818181818181,0.125,,,23.0
MILP1,sonar,noise,8,0.5432692307692307,0.125,,,23.0
MILP1,sonar,noise,9,0.7000000000000001,0.125,,,23.0
MILP1,sonar,noise,10,0.5879120879120879,0.125,,,23.0
MILP1,sonar,both,1,0.6636363636363637,0.125,,,18.0
MILP1,sonar,both,2,0.7142857142857143,0.125,,,18.0
MILP1,sonar,both,3,0.8333333333333334,0.125,,,18.0
MILP1,sonar,both,4,0.8221153846153846,0.125,,,18.0
MILP1,sonar,both,5,0.7727272727272727,0.125,,,18.0
MILP1,sonar,both,6,0.6136363636363636,0.125,,,18.0
MILP1,sonar,both,7,0.7211538461538461,0.125,,,18.0
MILP1,sonar,both,8,0.4318181818181818,0.125,,,18.0
MILP1,sonar,both,9,0.7083333333333334,0.125,,,18.0
MILP1,sonar,both,10,0.5625,0.125,,,18.0
MILP1,ionosphere,outlier,1,0.8235294117647058,0.125,,,11.0
MILP1,ionosphere,outlier,2,0.8690476190476191,0.125,,,11.0
MILP1,ionosphere,outlier,3,0.8333333333333334,0.125,,,11.0
MILP1,ionosphere,outlier,4,0.712171052631579,0.125,,,11.0
MILP1,ionosphere,outlier,5,0.738095238095238,0.125,,,11.0
MILP1,ionosphere,outlier,6,0.76,0.125,,,11.0
MILP1,ionosphere,outlier,7,0.8529411764705882,0.125,,,11.0
MILP1,ionosphere,outlier,8,0.8823529411764706,0.125,,,11.0
MILP1,ionosphere,outlier,9,0.8636363636363636,0.125,,,11.0
MILP1,ionosphere,outlier,10,0.8532608695652174,0.125,,,11.0
MILP1,ionosphere,original,1,0.8666666666666667,0.125,,,2.0
MILP1,ionosphere,original,2,0.9003496503496504,0.125,,,2.0
MILP1,ionosphere,original,3,0.9545454545454545,0.125,,,2.0
MILP1,ionosphere,original,4,0.75,0.125,,,2.0
MILP1,ionosphere,original,5,0.7898550724637682,0.125,,,2.0
MILP1,ionosphere,original,6,0.7393162393162394,0.125,,,2.0
MILP1,ionosphere,original,7,0.84375,0.125,,,2.0
MILP1,ionosphere,original,8,0.9642857142857143,0.125,,,2.0
MILP1,ionosphere,original,9,0.7272727272727273,0.125,,,2.0
MILP1,ionosphere,original,10,0.9090909090909091,0.125,,,2.0
MILP1,ionosphere,noise,1,0.78125,0.125,,,10.0
MILP1,ionosphere,noise,2,0.7083333333333333,0.125,,,10.0
MILP1,ionosphere,noise,3,0.8219696969696969,0.125,,,10.0
MILP1,ionosphere,noise,4,0.7142857142857143,0.125,,,10.0
MILP1,ionosphere,noise,5,0.7556818181818181,0.125,,,10.0
MILP1,ionosphere,noise,6,0.76,0.125,,,10.0
MILP1,ionosphere,noise,7,0.8799342105263157,0.125,,,10.0
MILP1,ionosphere,noise,8,0.9642857142857143,0.125,,,10.0
MILP1,ionosphere,noise,9,0.7282608695652174,0.125,,,10.0
MILP1,ionosphere,noise,10,0.8115942028985508,0.125,,,10.0
MILP1,ionosphere,both,1,0.775,0.125,,,2.0
MILP1,ionosphere,both,2,0.8006993006993007,0.125,,,2.0
MILP1,ionosphere,both,3,0.7749999999999999,0.125,,,2.0
MILP1,ionosphere,both,4,0.6416666666666666,0.125,,,2.0
MILP1,ionosphere,both,5,0.6398026315789473,0.125,,,2.0
MILP1,ionosphere,both,6,0.6699999999999999,0.125,,,2.0
MILP1,ionosphere,both,7,0.775,0.125,,,2.0
MILP1,ionosphere,both,8,0.9333333333333333,0.125,,,2.0
MILP1,ionosphere,both,9,0.6799999999999999,0.125,,,2.0
MILP1,ionosphere,both,10,0.8214285714285714,0.125,,,2.0
MILP1,diabetes,outlier,1,0.7463768115942031,0.125,,,4.0
MILP1,diabetes,outlier,2,0.7371794871794872,0.125,,,4.0
MILP1,diabetes,outlier,3,0.6495614035087719,0.125,,,4.0
MILP1,diabetes,outlier,4,0.7757692307692308,0.125,,,4.0
MILP1,diabetes,outlier,5,0.8064971751412431,0.125,,,4.0
MILP1,diabetes,outlier,6,0.6631205673758864,0.125,,,4.0
MILP1,diabetes,outlier,7,0.7163120567375886,0.125,,,4.0
MILP1,diabetes,outlier,8,0.6753846153846154,0.125,,,4.0
MILP1,diabetes,outlier,9,0.7011784511784511,0.125,,,4.0
MILP1,diabetes,outlier,10,0.732034632034632,0.125,,,4.0
MILP1,diabetes,original,1,0.7559259259259259,0.125,,,4.0
MILP1,diabetes,original,2,0.770408163265306,0.125,,,4.0
MILP1,diabetes,original,3,0.6676923076923078,0.125,,,4.0
MILP1,diabetes,original,4,0.8090909090909092,0.125,,,4.0
MILP1,diabetes,original,5,0.7321428571428571,0.125,,,4.0
MILP1,diabetes,original,6,0.696969696969697,0.125,,,4.0
MILP1,diabetes,original,7,0.862962962962963,0.125,,,4.0
MILP1,diabetes,original,8,0.725877192982456,0.125,,,4.0
MILP1,diabetes,original,9,0.7154121863799283,0.125,,,4.0
MILP1,diabetes,original,10,0.7811791383219955,0.125,,,4.0
MILP1,diabetes,noise,1,0.795990566037736,0.125,,,5.0
MILP1,diabetes,noise,2,0.75,0.125,,,5.0
MILP1,diabetes,noise,3,0.6811594202898551,0.125,,,5.0
MILP1,diabetes,noise,4,0.777122641509434,0.125,,,5.0
MILP1,diabetes,noise,5,0.8090909090909092,0.125,,,5.0
MILP1,diabetes,noise,6,0.7193877551020409,0.125,,,5.0
MILP1,diabetes,noise,7,0.7215277777777778,0.125,,,5.0
MILP1,diabetes,noise,8,0.6525840853158326,0.125,,,5.0
MILP1,diabetes,noise,9,0.6877104377104377,0.125,,,5.0
MILP1,diabetes,noise,10,0.7635294117647058,0.125,,,5.0
MILP1,diabetes,both,1,0.6084615384615384,0.125,,,5.0
MILP1,diabetes,both,2,0.6889140271493213,0.125,,,5.0
MILP1,diabetes,both,3,0.5881578947368421,0.125,,,5.0
MILP1,diabetes,both,4,0.7861538461538462,0.125,,,5.0
MILP1,diabetes,both,5,0.668421052631579,0.125,,,5.0
MILP1,diabetes,both,6,0.6477272727272727,0.125,,,5.0
MILP1,diabetes,both,7,0.6635416666666667,0.125,,,5.0
MILP1,diabetes,both,8,0.6538461538461539,0.125,,,5.0
MILP1,diabetes,both,9,0.6826923076923078,0.125,,,5.0
MILP1,diabetes,both,10,0.7227564102564101,0.125,,,5.0
MILP1,cleveland,outlier,1,0.7393162393162394,0.125,,,7.0
MILP1,cleveland,outlier,2,0.9054621848739496,0.125,,,7.0
MILP1,cleveland,outlier,3,0.7434210526315791,0.125,,,7.0
MILP1,cleveland,outlier,4,0.8229665071770336,0.125,,,7.0
MILP1,cleveland,outlier,5,0.8,0.125,,,7.0
MILP1,cleveland,outlier,6,0.875,0.125,,,7.0
MILP1,cleveland,outlier,7,0.75,0.125,,,7.0
MILP1,cleveland,outlier,8,0.7760180995475114,0.125,,,7.0
MILP1,cleveland,outlier,9,0.738095238095238,0.125,,,7.0
MILP1,cleveland,outlier,10,0.7775119617224882,0.125,,,7.0
MILP1,cleveland,original,1,0.9230769230769231,0.125,,,7.0
MILP1,cleveland,original,2,0.9054621848739496,0.125,,,7.0
MILP1,cleveland,original,3,0.7457264957264957,0.125,,,7.0
MILP1,cleveland,original,4,0.8642533936651584,0.125,,,7.0
MILP1,cleveland,original,5,0.8,0.125,,,7.0
MILP1,cleveland,original,6,0.8947368421052632,0.125,,,7.0
MILP1,cleveland,original,7,0.763888888888889,0.125,,,7.0
MILP1,cleveland,original,8,0.8611111111111112,0.125,,,7.0
MILP1,cleveland,original,9,0.8194444444444443,0.125,,,7.0
MILP1,cleveland,original,10,0.7963800904977375,0.125,,,7.0
MILP1,cleveland,noise,1,0.9337606837606838,0.125,,,4.0
MILP1,cleveland,noise,2,0.7983193277310925,0.125,,,4.0
MILP1,cleveland,noise,3,0.6794871794871796,0.125,,,4.0
MILP1,cleveland,noise,4,0.7963800904977375,0.125,,,4.0
MILP1,cleveland,noise,5,0.8,0.125,,,4.0
MILP1,cleveland,noise,6,0.8947368421052632,0.125,,,4.0
MILP1,cleveland,noise,7,0.7222222222222221,0.125,,,4.0
MILP1,cleveland,noise,8,0.8333333333333333,0.125,,,4.0
MILP1,cleveland,noise,9,0.7916666666666667,0.125,,,4.0
MILP1,cleveland,noise,10,0.8257918552036198,0.125,,,4.0
MILP1,cleveland,both,1,0.7100840336134453,0.125,,,11.0
MILP1,cleveland,both,2,0.8309523809523808,0.125,,,11.0
MILP1,cleveland,both,3,0.6428571428571428,0.125,,,11.0
MILP1,cleveland,both,4,0.75,0.125,,,11.0
MILP1,cleveland,both,5,0.6944444444444443,0.125,,,11.0
MILP1,cleveland,both,6,0.7083333333333335,0.125,,,11.0
MILP1,cleveland,both,7,0.8492822966507176,0.125,,,11.0
MILP1,cleveland,both,8,0.8055555555555555,0.125,,,11.0
MILP1,cleveland,both,9,0.6931818181818181,0.125,,,11.0
MILP1,cleveland,both,10,0.7083333333333334,0.125,,,11.0
L2SVM,wdbc,outlier,1,0.9321646341463415,0.125,,,
L2SVM,wdbc,outlier,2,0.9027777777777778,0.125,,,
L2SVM,wdbc,outlier,3,0.9268292682926829,0.125,,,
L2SVM,wdbc,outlier,4,0.9534883720930233,0.125,,,
L2SVM,wdbc,outlier,5,0.9321646341463415,0.125,,,
L2SVM,wdbc,outlier,6,0.869047619047619,0.125,,,
L2SVM,wdbc,outlier,7,0.930952380952381,0.125,,,
L2SVM,wdbc,outlier,8,0.984375,0.125,,,
L2SVM,wdbc,outlier,9,0.825974025974026,0.125,,,
L2SVM,wdbc,outlier,10,0.9736842105263158,0.125,,,
L2SVM,wdbc,original,1,0.9580882352941176,2.0,,,
L2SVM,wdbc,original,2,0.9838709677419355,2.0,,,
L2SVM,wdbc,original,3,1.0,2.0,,,
L2SVM,wdbc,original,4,0.9874999999999999,2.0,,,
L2SVM,wdbc,original,5,0.9722222222222222,2.0,,,
L2SVM,wdbc,original,6,0.944375,2.0,,,
L2SVM,wdbc,original,7,1.0,2.0,,,
L2SVM,wdbc,original,8,1.0,2.0,,,
L2SVM,wdbc,original,9,0.962962962962963,2.0,,,
L2SVM,wdbc,original,10,0.9338549075391182,2.0,,,
L2SVM,wdbc,noise,1,0.9038461538461539,0.25,,,
L2SVM,wdbc,noise,2,0.9454094292803971,0.25,,,
L2SVM,wdbc,noise,3,0.851948051948052,0.25,,,
L2SVM,wdbc,noise,4,0.8931623931623932,0.25,,,
L2SVM,wdbc,noise,5,0.8911764705882352,0.25,,,
L2SVM,wdbc,noise,6,0.873125,0.25,,,
L2SVM,wdbc,noise,7,0.8157894736842105,0.25,,,
L2SVM,wdbc,noise,8,0.8746898263027295,0.25,,,
L2SVM,wdbc,noise,9,0.9310344827586207,0.25,,,
L2SVM,wdbc,noise,10,0.9111111111111111,0.25,,,
L2SVM,wdbc,both,1,0.857469512195122,0.125,,,
L2SVM,wdbc,both,2,0.8804054054054054,0.125,,,
L2SVM,wdbc,both,3,0.9358974358974359,0.125,,,
L2SVM,wdbc,both,4,0.7948529411764705,0.125,,,
L2SVM,wdbc,both,5,0.8492647058823529,0.125,,,
L2SVM,wdbc,both,6,0.7883631713554987,0.125,,,
L2SVM,wdbc,both,7,0.8819930069930071,0.125,,,
L2SVM,wdbc,both,8,0.801875,0.125,,,
L2SVM,wdbc,both,9,0.8535805626598466,0.125,,,
L2SVM,wdbc,both,10,0.9187500000000001,0.125,,,
L2SVM,sonar,outlier,1,0.7355769230769231,4.0,,,
L2SVM,sonar,outlier,2,0.61875,4.0,,,
L2SVM,sonar,outlier,3,0.6090909090909091,4.0,,,
L2SVM,sonar,outlier,4,0.7836538461538461,4.0,,,
L2SVM,sonar,outlier,5,0.6318181818181818,4.0,,,
L2SVM,sonar,outlier,6,0.7857142857142858,4.0,,,
L2SVM,sonar,outlier,7,0.6090909090909091,4.0,,,
L2SVM,sonar,outlier,8,0.6227272727272727,4.0,,,
L2SVM,sonar,outlier,9,0.8080808080808081,4.0,,,
L2SVM,sonar,outlier,10,0.6458333333333333,4.0,,,
L2SVM,sonar,original,1,0.8605769230769231,4.0,,,
L2SVM,sonar,original,2,0.6826923076923077,4.0,,,
L2SVM,sonar,original,3,0.875,4.0,,,
L2SVM,sonar,original,4,0.8090909090909091,4.0,,,
L2SVM,sonar,original,5,0.6318181818181818,4.0,,,
L2SVM,sonar,original,6,0.8214285714285714,4.0,,,
L2SVM,sonar,original,7,0.8136363636363636,4.0,,,
L2SVM,sonar,original,8,0.6388888888888888,4.0,,,
L2SVM,sonar,original,9,0.8080808080808081,4.0,,,
L2SVM,sonar,original,10,0.625,4.0,,,
L2SVM,sonar,noise,1,0.7596153846153846,16.0,,,
L2SVM,sonar,noise,2,0.6586538461538461,16.0,,,
L2SVM,sonar,noise,3,0.8461538461538461,16.0,,,
L2SVM,sonar,noise,4,0.8136363636363637,16.0,,,
L2SVM,sonar,noise,5,0.7083333333333333,16.0,,,
L2SVM,sonar,noise,6,0.8571428571428572,16.0,,,
L2SVM,sonar,noise,7,0.7681818181818181,16.0,,,
L2SVM,sonar,noise,8,0.5432692307692307,16.0,,,
L2SVM,sonar,noise,9,0.7000000000000001,16.0,,,
L2SVM,sonar,noise,10,0.5879120879120879,16.0,,,
L2SVM,sonar,both,1,0.6590909090909092,1.0,,,
L2SVM,sonar,both,2,0.7142857142857143,1.0,,,
L2SVM,sonar,both,3,0.7083333333333333,1.0,,,
L2SVM,sonar,both,4,0.8461538461538461,1.0,,,
L2SVM,sonar,both,5,0.7727272727272727,1.0,,,
L2SVM,sonar,both,6,0.6090909090909091,1.0,,,
L2SVM,sonar,both,7,0.7211538461538461,1.0,,,
L2SVM,sonar,both,8,0.4818181818181818,1.0,,,
L2SVM,sonar,both,9,0.75,1.0,,,
L2SVM,sonar,both,10,0.5625,1.0,,,
L2SVM,ionosphere,outlier,1,0.7941176470588236,0.25,,,
L2SVM,ionosphere,outlier,2,0.8095238095238095,0.25,,,
L2SVM,ionosphere,outlier,3,0.8333333333333334,0.25,,,
L2SVM,ionosphere,outlier,4,0.712171052631579,0.25,,,
L2SVM,ionosphere,outlier,5,0.738095238095238,0.25,,,
L2SVM,ionosphere,outlier,6,0.76,0.25,,,
L2SVM,ionosphere,outlier,7,0.8529411764705882,0.25,,,
L2SVM,ionosphere,outlier,8,0.8823529411764706,0.25,,,
L2SVM,ionosphere,outlier,9,0.8636363636363636,0.25,,,
L2SVM,ionosphere,outlier,10,0.8532608695652174,0.25,,,
L2SVM,ionosphere,original,1,0.8666666666666667,0.125,,,
L2SVM,ionosphere,original,2,0.8076923076923077,0.125,,,
L2SVM,ionosphere,original,3,0.9337121212121212,0.125,,,
L2SVM,ionosphere,original,4,0.7261904761904762,0.125,,,
L2SVM,ionosphere,original,5,0.8115942028985508,0.125,,,
L2SVM,ionosphere,original,6,0.7756410256410258,0.125,,,
L2SVM,ionosphere,original,7,0.90625,0.125,,,
L2SVM,ionosphere,original,8,0.9642857142857143,0.125,,,
L2SVM,ionosphere,original,9,0.8636363636363636,0.125,,,
L2SVM,ionosphere,original,10,0.8882575757575758,0.125,,,
L2SVM,ionosphere,noise,1,0.75,0.25,,,
L2SVM,ionosphere,noise,2,0.7416666666666667,0.25,,,
L2SVM,ionosphere,noise,3,0.8219696969696969,0.25,,,
L2SVM,ionosphere,noise,4,0.6904761904761905,0.25,,,
L2SVM,ionosphere,noise,5,0.7556818181818181,0.25,,,
L2SVM,ionosphere,noise,6,0.76,0.25,,,
L2SVM,ionosphere,noise,7,0.875,0.25,,,
L2SVM,ionosphere,noise,8,0.9642857142857143,0.25,,,
L2SVM,ionosphere,noise,9,0.8532608695652174,0.25,,,
L2SVM,ionosphere,noise,10,0.8115942028985508,0.25,,,
L2SVM,ionosphere,both,1,0.75,0.25,,,
L2SVM,ionosphere,both,2,0.7395104895104896,0.25,,,
L2SVM,ionosphere,both,3,0.75,0.25,,,
L2SVM,ionosphere,both,4,0.5416666666666667,0.25,,,
L2SVM,ionosphere,both,5,0.6398026315789473,0.25,,,
L2SVM,ionosphere,both,6,0.72,0.25,,,
L2SVM,ionosphere,both,7,0.7666666666666666,0.25,,,
L2SVM,ionosphere,both,8,0.9,0.25,,,
L2SVM,ionosphere,both,9,0.76,0.25,,,
L2SVM,ionosphere,both,10,0.7619047619047619,0.25,,,
L2SVM,diabetes,outlier,1,0.7556360708534622,0.125,,,
L2SVM,diabetes,outlier,2,0.717948717948718,0.125,,,
L2SVM,diabetes,outlier,3,0.6232456140350877,0.125,,,
L2SVM,diabetes,outlier,4,0.7957692307692308,0.125,,,
L2SVM,diabetes,outlier,5,0.7617702448210922,0.125,,,
L2SVM,diabetes,outlier,6,0.679787234042553,0.125,,,
L2SVM,diabetes,outlier,7,0.6950354609929077,0.125,,,
L2SVM,diabetes,outlier,8,0.7038461538461538,0.125,,,
L2SVM,diabetes,outlier,9,0.6557239057239057,0.125,,,
L2SVM,diabetes,outlier,10,0.7467532467532467,0.125,,,
L2SVM,diabetes,original,1,0.6974074074074075,0.25,,,
L2SVM,diabetes,original,2,0.7321428571428571,0.25,,,
L2SVM,diabetes,original,3,0.6676923076923078,0.25,,,
L2SVM,diabetes,original,4,0.8090909090909092,0.25,,,
L2SVM,diabetes,original,5,0.75,0.25,,,
L2SVM,diabetes,original,6,0.6856060606060607,0.25,,,
L2SVM,diabetes,original,7,0.862962962962963,0.25,,,
L2SVM,diabetes,original,8,0.725877192982456,0.25,,,
L2SVM,diabetes,original,9,0.742652329749104,0.25,,,
L2SVM,diabetes,original,10,0.77286470143613,0.25,,,
L2SVM,diabetes,noise,1,0.795990566037736,0.5,,,
L2SVM,diabetes,noise,2,0.7397959183673468,0.5,,,
L2SVM,diabetes,noise,3,0.7121578099838969,0.5,,,
L2SVM,diabetes,noise,4,0.777122641509434,0.5,,,
L2SVM,diabetes,noise,5,0.8181818181818181,0.5,,,
L2SVM,diabetes,noise,6,0.7193877551020409,0.5,,,
L2SVM,diabetes,noise,7,0.7215277777777778,0.5,,,
L2SVM,diabetes,noise,8,0.6525840853158326,0.5,,,
L2SVM,diabetes,noise,9,0.6877104377104377,0.5,,,
L2SVM,diabetes,noise,10,0.7635294117647058,0.5,,,
L2SVM,diabetes,both,1,0.6084615384615384,1.0,,,
L2SVM,diabetes,both,2,0.6791101055806938,1.0,,,
L2SVM,diabetes,both,3,0.5793859649122807,1.0,,,
L2SVM,diabetes,both,4,0.7661538461538461,1.0,,,
L2SVM,diabetes,both,5,0.6934210526315789,1.0,,,
L2SVM,diabetes,both,6,0.6477272727272727,1.0,,,
L2SVM,diabetes,both,7,0.6791666666666668,1.0,,,
L2SVM,diabetes,both,8,0.6634615384615384,1.0,,,
L2SVM,diabetes,both,9,0.6826923076923078,1.0,,,
L2SVM,diabetes,both,10,0.7131410256410255,1.0,,,
L2SVM,cleveland,outlier,1,0.7777777777777778,0.125,,,
L2SVM,cleveland,outlier,2,0.9054621848739496,0.125,,,
L2SVM,cleveland,outlier,3,0.7434210526315791,0.125,,,
L2SVM,cleveland,outlier,4,0.8229665071770336,0.125,,,
L2SVM,cleveland,outlier,5,0.8,0.125,,,
L2SVM,cleveland,outlier,6,0.875,0.125,,,
L2SVM,cleveland,outlier,7,0.7361111111111112,0.125,,,
L2SVM,cleveland,outlier,8,0.7760180995475114,0.125,,,
L2SVM,cleveland,outlier,9,0.738095238095238,0.125,,,
L2SVM,cleveland,outlier,10,0.7775119617224882,0.125,,,
L2SVM,cleveland,original,1,0.8846153846153846,0.125,,,
L2SVM,cleveland,original,2,0.8991596638655462,0.125,,,
L2SVM,cleveland,original,3,0.7457264957264957,0.125,,,
L2SVM,cleveland,original,4,0.8642533936651584,0.125,,,
L2SVM,cleveland,original,5,0.8,0.125,,,
L2SVM,cleveland,original,6,0.8947368421052632,0.125,,,
L2SVM,cleveland,original,7,0.7361111111111112,0.125,,,
L2SVM,cleveland,original,8,0.8611111111111112,0.125,,,
L2SVM,cleveland,original,9,0.8472222222222222,0.125,,,
L2SVM,cleveland,original,10,0.8348416289592759,0.125,,,
L2SVM,cleveland,noise,1,0.8290598290598289,0.25,,,
L2SVM,cleveland,noise,2,0.8046218487394957,0.25,,,
L2SVM,cleveland,noise,3,0.6794871794871796,0.25,,,
L2SVM,cleveland,noise,4,0.8257918552036198,0.25,,,
L2SVM,cleveland,noise,5,0.7666666666666667,0.25,,,
L2SVM,cleveland,noise,6,0.868421052631579,0.25,,,
L2SVM,cleveland,noise,7,0.6666666666666666,0.25,,,
L2SVM,cleveland,noise,8,0.8055555555555556,0.25,,,
L2SVM,cleveland,noise,9,0.8055555555555555,0.25,,,
L2SVM,cleveland,noise,10,0.7963800904977375,0.25,,,
L2SVM,cleveland,both,1,0.7100840336134453,0.5,,,
L2SVM,cleveland,both,2,0.8309523809523808,0.5,,,
L2SVM,cleveland,both,3,0.6071428571428572,0.5,,,
L2SVM,cleveland,both,4,0.75,0.5,,,
L2SVM,cleveland,both,5,0.6944444444444443,0.5,,,
L2SVM,cleveland,both,6,0.7083333333333335,0.5,,,
L2SVM,cleveland,both,7,0.8492822966507176,0.5,,,
L2SVM,cleveland,both,8,0.8055555555555555,0.5,,,
L2SVM,cleveland,both,9,0.6931818181818181,0.5,,,
L2SVM,cleveland,both,10,0.7083333333333334,0.5,,,
L1SVM,wdbc,outlier,1,0.9321646341463415,0.25,,,
L1SVM,wdbc,outlier,2,0.9166666666666667,0.25,,,
L1SVM,wdbc,outlier,3,0.9268292682926829,0.25,,,
L1SVM,wdbc,outlier,4,0.9534883720930233,0.25,,,
L1SVM,wdbc,outlier,5,0.9321646341463415,0.25,,,
L1SVM,wdbc,outlier,6,0.8829365079365079,0.25,,,
L1SVM,wdbc,outlier,7,0.9095238095238095,0.25,,,
L1SVM,wdbc,outlier,8,0.984375,0.25,,,
L1SVM,wdbc,outlier,9,0.8545454545454546,0.25,,,
L1SVM,wdbc,outlier,10,0.9736842105263158,0.25,,,
L1SVM,wdbc,original,1,0.9580882352941176,2.0,,,
L1SVM,wdbc,original,2,0.9838709677419355,2.0,,,
L1SVM,wdbc,original,3,0.9864864864864865,2.0,,,
L1SVM,wdbc,original,4,0.9874999999999999,2.0,,,
L1SVM,wdbc,original,5,0.9722222222222222,2.0,,,
L1SVM,wdbc,original,6,0.944375,2.0,,,
L1SVM,wdbc,original,7,1.0,2.0,,,
L1SVM,wdbc,original,8,1.0,2.0,,,
L1SVM,wdbc,original,9,0.962962962962963,2.0,,,
L1SVM,wdbc,original,10,0.9338549075391182,2.0,,,
L1SVM,wdbc,noise,1,0.9038461538461539,16.0,,,
L1SVM,wdbc,noise,2,0.9454094292803971,16.0,,,
L1SVM,wdbc,noise,3,0.851948051948052,16.0,,,
L1SVM,wdbc,noise,4,0.8931623931623932,16.0,,,
L1SVM,wdbc,noise,5,0.8911764705882352,16.0,,,
L1SVM,wdbc,noise,6,0.873125,16.0,,,
L1SVM,wdbc,noise,7,0.8157894736842105,16.0,,,
L1SVM,wdbc,noise,8,0.8746898263027295,16.0,,,
L1SVM,wdbc,noise,9,0.9310344827586207,16.0,,,
L1SVM,wdbc,noise,10,0.8861111111111111,16.0,,,
L1SVM,wdbc,both,1,0.8696646341463414,0.125,,,
L1SVM,wdbc,both,2,0.8804054054054054,0.125,,,
L1SVM,wdbc,both,3,0.9615384615384616,0.125,,,
L1SVM,wdbc,both,4,0.7948529411764705,0.125,,,
