Model,Dataset,Dataset_Type,Fold,AUC,Best_C,Best_n_features,Best_tau,Best_B
L1SVM,wdbc,both,5,0.8367647058823529,0.125,,,
L1SVM,wdbc,both,6,0.7736572890025575,0.125,,,
L1SVM,wdbc,both,7,0.9204545454545455,0.125,,,
L1SVM,wdbc,both,8,0.8175,0.125,,,
L1SVM,wdbc,both,9,0.8318414322250639,0.125,,,
L1SVM,wdbc,both,10,0.9187500000000001,0.125,,,
L1SVM,sonar,outlier,1,0.7740384615384615,0.125,,,
L1SVM,sonar,outlier,2,0.68125,0.125,,,
L1SVM,sonar,outlier,3,0.5590909090909092,0.125,,,
L1SVM,sonar,outlier,4,0.7836538461538461,0.125,,,
L1SVM,sonar,outlier,5,0.7272727272727273,0.125,,,
L1SVM,sonar,outlier,6,0.7142857142857143,0.125,,,
L1SVM,sonar,outlier,7,0.6590909090909092,0.125,,,
L1SVM,sonar,outlier,8,0.6318181818181818,0.125,,,
L1SVM,sonar,outlier,9,0.8434343434343434,0.125,,,
L1SVM,sonar,outlier,10,0.6458333333333333,0.125,,,
L1SVM,sonar,original,1,0.8365384615384616,0.125,,,
L1SVM,sonar,original,2,0.7596153846153846,0.125,,,
L1SVM,sonar,original,3,0.7777777777777778,0.125,,,
L1SVM,sonar,original,4,0.8090909090909091,0.125,,,
L1SVM,sonar,original,5,0.7272727272727273,0.125,,,
L1SVM,sonar,original,6,0.8214285714285715,0.125,,,
L1SVM,sonar,original,7,0.8136363636363636,0.125,,,
L1SVM,sonar,original,8,0.6388888888888888,0.125,,,
L1SVM,sonar,original,9,0.8080808080808081,0.125,,,
L1SVM,sonar,original,10,0.6041666666666667,0.125,,,
L1SVM,sonar,noise,1,0.6971153846153847,1.0,,,
L1SVM,sonar,noise,2,0.6201923076923077,1.0,,,
L1SVM,sonar,noise,3,0.8461538461538461,1.0,,,
L1SVM,sonar,noise,4,0.8590909090909091,1.0,,,
L1SVM,sonar,noise,5,0.7083333333333333,1.0,,,
L1SVM,sonar,noise,6,0.8571428571428572,1.0,,,
L1SVM,sonar,noise,7,0.7681818181818181,1.0,,,
L1SVM,sonar,noise,8,0.5432692307692307,1.0,,,
L1SVM,sonar,noise,9,0.7,1.0,,,
L1SVM,sonar,noise,10,0.5879120879120879,1.0,,,
L1SVM,sonar,both,1,0.6136363636363636,1.0,,,
L1SVM,sonar,both,2,0.7857142857142858,1.0,,,
L1SVM,sonar,both,3,0.7083333333333333,1.0,,,
L1SVM,sonar,both,4,0.8461538461538461,1.0,,,
L1SVM,sonar,both,5,0.7272727272727273,1.0,,,
L1SVM,sonar,both,6,0.6545454545454545,1.0,,,
L1SVM,sonar,both,7,0.5961538461538461,1.0,,,
L1SVM,sonar,both,8,0.4818181818181818,1.0,,,
L1SVM,sonar,both,9,0.75,1.0,,,
L1SVM,sonar,both,10,0.5625,1.0,,,
L1SVM,ionosphere,outlier,1,0.7941176470588236,0.5,,,
L1SVM,ionosphere,outlier,2,0.8452380952380951,0.5,,,
L1SVM,ionosphere,outlier,3,0.8333333333333334,0.5,,,
L1SVM,ionosphere,outlier,4,0.7072368421052632,0.5,,,
L1SVM,ionosphere,outlier,5,0.738095238095238,0.5,,,
L1SVM,ionosphere,outlier,6,0.76,0.5,,,
L1SVM,ionosphere,outlier,7,0.8235294117647058,0.5,,,
L1SVM,ionosphere,outlier,8,0.8823529411764706,0.5,,,
L1SVM,ionosphere,outlier,9,0.8636363636363636,0.5,,,
L1SVM,ionosphere,outlier,10,0.8532608695652174,0.5,,,
L1SVM,ionosphere,original,1,0.8666666666666667,0.25,,,
L1SVM,ionosphere,original,2,0.8076923076923077,0.25,,,
L1SVM,ionosphere,original,3,0.8882575757575758,0.25,,,
L1SVM,ionosphere,original,4,0.7857142857142858,0.25,,,
L1SVM,ionosphere,original,5,0.8115942028985508,0.25,,,
L1SVM,ionosphere,original,6,0.7756410256410258,0.25,,,
L1SVM,ionosphere,original,7,0.84375,0.25,,,
L1SVM,ionosphere,original,8,0.9642857142857143,0.25,,,
L1SVM,ionosphere,original,9,0.8636363636363636,0.25,,,
L1SVM,ionosphere,original,10,0.8882575757575758,0.25,,,
L1SVM,ionosphere,noise,1,0.75,1.0,,,
L1SVM,ionosphere,noise,2,0.7416666666666667,1.0,,,
L1SVM,ionosphere,noise,3,0.8219696969696969,1.0,,,
L1SVM,ionosphere,noise,4,0.6904761904761905,1.0,,,
L1SVM,ionosphere,noise,5,0.7556818181818181,1.0,,,
L1SVM,ionosphere,noise,6,0.76,1.0,,,
L1SVM,ionosphere,noise,7,0.875,1.0,,,
L1SVM,ionosphere,noise,8,0.9642857142857143,1.0,,,
L1SVM,ionosphere,noise,9,0.8115942028985508,1.0,,,
L1SVM,ionosphere,noise,10,0.8115942028985508,1.0,,,
L1SVM,ionosphere,both,1,0.75,2.0,,,
L1SVM,ionosphere,both,2,0.701048951048951,2.0,,,
L1SVM,ionosphere,both,3,0.75,2.0,,,
L1SVM,ionosphere,both,4,0.5416666666666667,2.0,,,
L1SVM,ionosphere,both,5,0.6398026315789473,2.0,,,
L1SVM,ionosphere,both,6,0.72,2.0,,,
L1SVM,ionosphere,both,7,0.7666666666666666,2.0,,,
L1SVM,ionosphere,both,8,0.9,2.0,,,
L1SVM,ionosphere,both,9,0.76,2.0,,,
L1SVM,ionosphere,both,10,0.7619047619047619,2.0,,,
L1SVM,diabetes,outlier,1,0.7556360708534622,0.25,,,
L1SVM,diabetes,outlier,2,0.717948717948718,0.25,,,
L1SVM,diabetes,outlier,3,0.6232456140350877,0.25,,,
L1SVM,diabetes,outlier,4,0.7861538461538462,0.25,,,
L1SVM,diabetes,outlier,5,0.7617702448210922,0.25,,,
L1SVM,diabetes,outlier,6,0.679787234042553,0.25,,,
L1SVM,diabetes,outlier,7,0.6950354609929077,0.25,,,
L1SVM,diabetes,outlier,8,0.6653846153846155,0.25,,,
L1SVM,diabetes,outlier,9,0.6557239057239057,0.25,,,
L1SVM,diabetes,outlier,10,0.7467532467532467,0.25,,,
L1SVM,diabetes,original,1,0.6974074074074075,8.0,,,
L1SVM,diabetes,original,2,0.7423469387755102,8.0,,,
L1SVM,diabetes,original,3,0.6676923076923078,8.0,,,
L1SVM,diabetes,original,4,0.831818181818182,8.0,,,
L1SVM,diabetes,original,5,0.7321428571428571,8.0,,,
L1SVM,diabetes,original,6,0.6856060606060607,8.0,,,
L1SVM,diabetes,original,7,0.8444444444444444,8.0,,,
L1SVM,diabetes,original,8,0.7171052631578948,8.0,,,
L1SVM,diabetes,original,9,0.7265232974910394,8.0,,,
L1SVM,diabetes,original,10,0.77286470143613,8.0,,,
L1SVM,diabetes,noise,1,0.795990566037736,0.5,,,
L1SVM,diabetes,noise,2,0.75,0.5,,,
L1SVM,diabetes,noise,3,0.6811594202898551,0.5,,,
L1SVM,diabetes,noise,4,0.777122641509434,0.5,,,
L1SVM,diabetes,noise,5,0.8090909090909092,0.5,,,
L1SVM,diabetes,noise,6,0.7193877551020409,0.5,,,
L1SVM,diabetes,noise,7,0.7215277777777778,0.5,,,
L1SVM,diabetes,noise,8,0.6620180475799835,0.5,,,
L1SVM,diabetes,noise,9,0.6877104377104377,0.5,,,
L1SVM,diabetes,noise,10,0.7635294117647058,0.5,,,
L1SVM,diabetes,both,1,0.6380769230769232,0.125,,,
L1SVM,diabetes,both,2,0.6889140271493213,0.125,,,
L1SVM,diabetes,both,3,0.5881578947368421,0.125,,,
L1SVM,diabetes,both,4,0.7661538461538461,0.125,,,
L1SVM,diabetes,both,5,0.7021929824561404,0.125,,,
L1SVM,diabetes,both,6,0.6477272727272727,0.125,,,
L1SVM,diabetes,both,7,0.6635416666666667,0.125,,,
L1SVM,diabetes,both,8,0.6538461538461539,0.125,,,
L1SVM,diabetes,both,9,0.6618589743589745,0.125,,,
L1SVM,diabetes,both,10,0.7227564102564101,0.125,,,
L1SVM,cleveland,outlier,1,0.7393162393162394,1.0,,,
L1SVM,cleveland,outlier,2,0.9054621848739496,1.0,,,
L1SVM,cleveland,outlier,3,0.7434210526315791,1.0,,,
L1SVM,cleveland,outlier,4,0.8229665071770336,1.0,,,
L1SVM,cleveland,outlier,5,0.8,1.0,,,
L1SVM,cleveland,outlier,6,0.875,1.0,,,
L1SVM,cleveland,outlier,7,0.7361111111111112,1.0,,,
L1SVM,cleveland,outlier,8,0.7760180995475114,1.0,,,
L1SVM,cleveland,outlier,9,0.738095238095238,1.0,,,
L1SVM,cleveland,outlier,10,0.7775119617224882,1.0,,,
L1SVM,cleveland,original,1,0.8568376068376067,0.125,,,
L1SVM,cleveland,original,2,0.9054621848739496,0.125,,,
L1SVM,cleveland,original,3,0.7457264957264957,0.125,,,
L1SVM,cleveland,original,4,0.9027149321266968,0.125,,,
L1SVM,cleveland,original,5,0.8,0.125,,,
L1SVM,cleveland,original,6,0.8947368421052632,0.125,,,
L1SVM,cleveland,original,7,0.7361111111111112,0.125,,,
L1SVM,cleveland,original,8,0.8611111111111112,0.125,,,
L1SVM,cleveland,original,9,0.8472222222222222,0.125,,,
L1SVM,cleveland,original,10,0.8348416289592759,0.125,,,
L1SVM,cleveland,noise,1,0.8290598290598289,1.0,,,
L1SVM,cleveland,noise,2,0.8046218487394957,1.0,,,
L1SVM,cleveland,noise,3,0.6794871794871796,1.0,,,
L1SVM,cleveland,noise,4,0.8257918552036198,1.0,,,
L1SVM,cleveland,noise,5,0.7666666666666667,1.0,,,
L1SVM,cleveland,noise,6,0.868421052631579,1.0,,,
L1SVM,cleveland,noise,7,0.6666666666666666,1.0,,,
L1SVM,cleveland,noise,8,0.8055555555555556,1.0,,,
L1SVM,cleveland,noise,9,0.8055555555555555,1.0,,,
L1SVM,cleveland,noise,10,0.7963800904977375,1.0,,,
L1SVM,cleveland,both,1,0.7100840336134453,2.0,,,
L1SVM,cleveland,both,2,0.8309523809523808,2.0,,,
L1SVM,cleveland,both,3,0.6071428571428572,2.0,,,
L1SVM,cleveland,both,4,0.75,2.0,,,
L1SVM,cleveland,both,5,0.6944444444444443,2.0,,,
L1SVM,cleveland,both,6,0.7083333333333335,2.0,,,
L1SVM,cleveland,both,7,0.8492822966507176,2.0,,,
L1SVM,cleveland,both,8,0.8055555555555555,2.0,,,
L1SVM,cleveland,both,9,0.715909090909091,2.0,,,
L1SVM,cleveland,both,10,0.7083333333333334,2.0,,,
FisherSVM,wdbc,outlier,1,0.9321646341463415,0.125,,,
FisherSVM,wdbc,outlier,2,0.9166666666666667,0.125,,,
FisherSVM,wdbc,outlier,3,0.9146341463414633,0.125,,,
FisherSVM,wdbc,outlier,4,0.9534883720930233,0.125,,,
FisherSVM,wdbc,outlier,5,0.9321646341463415,0.125,,,
FisherSVM,wdbc,outlier,6,0.8968253968253967,0.125,,,
FisherSVM,wdbc,outlier,7,0.8976190476190476,0.125,,,
FisherSVM,wdbc,outlier,8,0.984375,0.125,,,
FisherSVM,wdbc,outlier,9,0.825974025974026,0.125,,,
FisherSVM,wdbc,outlier,10,0.9736842105263158,0.125,,,
FisherSVM,wdbc,original,1,0.9705882352941176,4.0,,,
FisherSVM,wdbc,original,2,0.9838709677419355,4.0,,,
FisherSVM,wdbc,original,3,0.9864864864864865,4.0,,,
FisherSVM,wdbc,original,4,0.9874999999999999,4.0,,,
FisherSVM,wdbc,original,5,0.9444444444444444,4.0,,,
FisherSVM,wdbc,original,6,0.944375,4.0,,,
FisherSVM,wdbc,original,7,1.0,4.0,,,
FisherSVM,wdbc,original,8,1.0,4.0,,,
FisherSVM,wdbc,original,9,0.9462962962962963,4.0,,,
FisherSVM,wdbc,original,10,0.9338549075391182,4.0,,,
FisherSVM,wdbc,noise,1,0.9038461538461539,4.0,,,
FisherSVM,wdbc,noise,2,0.9454094292803971,4.0,,,
FisherSVM,wdbc,noise,3,0.851948051948052,4.0,,,
FisherSVM,wdbc,noise,4,0.905982905982906,4.0,,,
FisherSVM,wdbc,noise,5,0.8911764705882352,4.0,,,
FisherSVM,wdbc,noise,6,0.873125,4.0,,,
FisherSVM,wdbc,noise,7,0.8157894736842105,4.0,,,
FisherSVM,wdbc,noise,8,0.8554590570719602,4.0,,,
FisherSVM,wdbc,noise,9,0.9131773399014779,4.0,,,
FisherSVM,wdbc,noise,10,0.8861111111111111,4.0,,,
FisherSVM,wdbc,both,1,0.857469512195122,4.0,,,
FisherSVM,wdbc,both,2,0.8804054054054054,4.0,,,
FisherSVM,wdbc,both,3,0.9358974358974359,4.0,,,
FisherSVM,wdbc,both,4,0.7948529411764705,4.0,,,
FisherSVM,wdbc,both,5,0.8536764705882351,4.0,,,
FisherSVM,wdbc,both,6,0.8030690537084398,4.0,,,
FisherSVM,wdbc,both,7,0.8819930069930071,4.0,,,
FisherSVM,wdbc,both,8,0.815,4.0,,,
FisherSVM,wdbc,both,9,0.8101023017902814,4.0,,,
FisherSVM,wdbc,both,10,0.8875,4.0,,,
FisherSVM,sonar,outlier,1,0.7740384615384615,0.125,,,
FisherSVM,sonar,outlier,2,0.6125,0.125,,,
FisherSVM,sonar,outlier,3,0.5590909090909092,0.125,,,
FisherSVM,sonar,outlier,4,0.7836538461538461,0.125,,,
FisherSVM,sonar,outlier,5,0.7272727272727273,0.125,,,
FisherSVM,sonar,outlier,6,0.7857142857142858,0.125,,,
FisherSVM,sonar,outlier,7,0.6590909090909092,0.125,,,
FisherSVM,sonar,outlier,8,0.5409090909090909,0.125,,,
FisherSVM,sonar,outlier,9,0.8434343434343434,0.125,,,
FisherSVM,sonar,outlier,10,0.6458333333333333,0.125,,,
FisherSVM,sonar,original,1,0.8605769230769231,8.0,,,
FisherSVM,sonar,original,2,0.7596153846153846,8.0,,,
FisherSVM,sonar,original,3,0.7777777777777778,8.0,,,
FisherSVM,sonar,original,4,0.7636363636363637,8.0,,,
FisherSVM,sonar,original,5,0.6818181818181819,8.0,,,
FisherSVM,sonar,original,6,0.8928571428571428,8.0,,,
FisherSVM,sonar,original,7,0.7681818181818181,8.0,,,
FisherSVM,sonar,original,8,0.5972222222222221,8.0,,,
FisherSVM,sonar,original,9,0.8080808080808081,8.0,,,
FisherSVM,sonar,original,10,0.5625,8.0,,,
FisherSVM,sonar,noise,1,0.8605769230769231,0.25,,,
FisherSVM,sonar,noise,2,0.7211538461538461,0.25,,,
FisherSVM,sonar,noise,3,0.8076923076923077,0.25,,,
FisherSVM,sonar,noise,4,0.7636363636363637,0.25,,,
FisherSVM,sonar,noise,5,0.625,0.25,,,
FisherSVM,sonar,noise,6,0.7857142857142858,0.25,,,
FisherSVM,sonar,noise,7,0.8136363636363636,0.25,,,
FisherSVM,sonar,noise,8,0.5673076923076923,0.25,,,
FisherSVM,sonar,noise,9,0.7,0.25,,,
FisherSVM,sonar,noise,10,0.6648351648351649,0.25,,,
FisherSVM,sonar,both,1,0.6590909090909092,0.25,,,
FisherSVM,sonar,both,2,0.7142857142857143,0.25,,,
FisherSVM,sonar,both,3,0.7083333333333333,0.25,,,
FisherSVM,sonar,both,4,0.8221153846153846,0.25,,,
FisherSVM,sonar,both,5,0.7681818181818181,0.25,,,
FisherSVM,sonar,both,6,0.6045454545454546,0.25,,,
FisherSVM,sonar,both,7,0.5961538461538461,0.25,,,
FisherSVM,sonar,both,8,0.6318181818181818,0.25,,,
FisherSVM,sonar,both,9,0.7291666666666667,0.25,,,
FisherSVM,sonar,both,10,0.6458333333333333,0.25,,,
FisherSVM,ionosphere,outlier,1,0.7941176470588236,0.5,,,
FisherSVM,ionosphere,outlier,2,0.8333333333333333,0.5,,,
FisherSVM,ionosphere,outlier,3,0.8,0.5,,,
FisherSVM,ionosphere,outlier,4,0.7072368421052632,0.5,,,
FisherSVM,ionosphere,outlier,5,0.738095238095238,0.5,,,
FisherSVM,ionosphere,outlier,6,0.76,0.5,,,
FisherSVM,ionosphere,outlier,7,0.8235294117647058,0.5,,,
FisherSVM,ionosphere,outlier,8,0.8823529411764706,0.5,,,
FisherSVM,ionosphere,outlier,9,0.7727272727272727,0.5,,,
FisherSVM,ionosphere,outlier,10,0.875,0.5,,,
FisherSVM,ionosphere,original,1,0.8666666666666667,0.5,,,
FisherSVM,ionosphere,original,2,0.8076923076923077,0.5,,,
FisherSVM,ionosphere,original,3,0.8882575757575758,0.5,,,
FisherSVM,ionosphere,original,4,0.761904761904762,0.5,,,
FisherSVM,ionosphere,original,5,0.8115942028985508,0.5,,,
FisherSVM,ionosphere,original,6,0.7756410256410258,0.5,,,
FisherSVM,ionosphere,original,7,0.84375,0.5,,,
FisherSVM,ionosphere,original,8,0.9642857142857143,0.5,,,
FisherSVM,ionosphere,original,9,0.8636363636363636,0.5,,,
FisherSVM,ionosphere,original,10,0.8882575757575758,0.5,,,
FisherSVM,ionosphere,noise,1,0.71875,0.5,,,
FisherSVM,ionosphere,noise,2,0.6833333333333333,0.5,,,
FisherSVM,ionosphere,noise,3,0.8219696969696969,0.5,,,
FisherSVM,ionosphere,noise,4,0.6785714285714286,0.5,,,
FisherSVM,ionosphere,noise,5,0.7556818181818181,0.5,,,
FisherSVM,ionosphere,noise,6,0.64,0.5,,,
FisherSVM,ionosphere,noise,7,0.8125,0.5,,,
FisherSVM,ionosphere,noise,8,0.9642857142857143,0.5,,,
FisherSVM,ionosphere,noise,9,0.8532608695652174,0.5,,,
FisherSVM,ionosphere,noise,10,0.8333333333333334,0.5,,,
FisherSVM,ionosphere,both,1,0.8,2.0,,,
FisherSVM,ionosphere,both,2,0.7395104895104896,2.0,,,
FisherSVM,ionosphere,both,3,0.75,2.0,,,
FisherSVM,ionosphere,both,4,0.675,2.0,,,
FisherSVM,ionosphere,both,5,0.6710526315789473,2.0,,,
FisherSVM,ionosphere,both,6,0.6699999999999999,2.0,,,
FisherSVM,ionosphere,both,7,0.7666666666666666,2.0,,,
FisherSVM,ionosphere,both,8,0.9666666666666667,2.0,,,
FisherSVM,ionosphere,both,9,0.76,2.0,,,
FisherSVM,ionosphere,both,10,0.7976190476190476,2.0,,,
FisherSVM,diabetes,outlier,1,0.7556360708534622,0.125,,,
FisherSVM,diabetes,outlier,2,0.717948717948718,0.125,,,
FisherSVM,diabetes,outlier,3,0.5982456140350878,0.125,,,
FisherSVM,diabetes,outlier,4,0.7765384615384615,0.125,,,
FisherSVM,diabetes,outlier,5,0.7617702448210922,0.125,,,
FisherSVM,diabetes,outlier,6,0.679787234042553,0.125,,,
FisherSVM,diabetes,outlier,7,0.6950354609929077,0.125,,,
FisherSVM,diabetes,outlier,8,0.6753846153846154,0.125,,,
FisherSVM,diabetes,outlier,9,0.6144781144781144,0.125,,,
FisherSVM,diabetes,outlier,10,0.7796536796536797,0.125,,,
FisherSVM,diabetes,original,1,0.6974074074074075,0.125,,,
FisherSVM,diabetes,original,2,0.7423469387755102,0.125,,,
FisherSVM,diabetes,original,3,0.6676923076923078,0.125,,,
FisherSVM,diabetes,original,4,0.790909090909091,0.125,,,
FisherSVM,diabetes,original,5,0.7321428571428571,0.125,,,
FisherSVM,diabetes,original,6,0.6856060606060607,0.125,,,
FisherSVM,diabetes,original,7,0.8444444444444444,0.125,,,
FisherSVM,diabetes,original,8,0.725877192982456,0.125,,,
FisherSVM,diabetes,original,9,0.7154121863799283,0.125,,,
FisherSVM,diabetes,original,10,0.7237339380196524,0.125,,,
FisherSVM,diabetes,noise,1,0.7865566037735849,0.5,,,
FisherSVM,diabetes,noise,2,0.75,0.5,,,
FisherSVM,diabetes,noise,3,0.6811594202898551,0.5,,,
FisherSVM,diabetes,noise,4,0.777122641509434,0.5,,,
FisherSVM,diabetes,noise,5,0.8090909090909092,0.5,,,
FisherSVM,diabetes,noise,6,0.7193877551020409,0.5,,,
FisherSVM,diabetes,noise,7,0.7215277777777778,0.5,,,
FisherSVM,diabetes,noise,8,0.6620180475799835,0.5,,,
FisherSVM,diabetes,noise,9,0.632996632996633,0.5,,,
FisherSVM,diabetes,noise,10,0.7533333333333334,0.5,,,
FisherSVM,diabetes,both,1,0.6476923076923078,0.125,,,
FisherSVM,diabetes,both,2,0.6598793363499246,0.125,,,
FisherSVM,diabetes,both,3,0.5881578947368421,0.125,,,
FisherSVM,diabetes,both,4,0.7661538461538461,0.125,,,
FisherSVM,diabetes,both,5,0.7021929824561404,0.125,,,
FisherSVM,diabetes,both,6,0.6477272727272727,0.125,,,
FisherSVM,diabetes,both,7,0.6635416666666667,0.125,,,
FisherSVM,diabetes,both,8,0.6538461538461539,0.125,,,
FisherSVM,diabetes,both,9,0.6314102564102564,0.125,,,
FisherSVM,diabetes,both,10,0.7227564102564101,0.125,,,
FisherSVM,cleveland,outlier,1,0.8055555555555556,0.5,,,
FisherSVM,cleveland,outlier,2,0.9054621848739496,0.5,,,
FisherSVM,cleveland,outlier,3,0.7434210526315791,0.5,,,
FisherSVM,cleveland,outlier,4,0.8229665071770336,0.5,,,
FisherSVM,cleveland,outlier,5,0.8,0.5,,,
FisherSVM,cleveland,outlier,6,0.875,0.5,,,
FisherSVM,cleveland,outlier,7,0.8055555555555555,0.5,,,
FisherSVM,cleveland,outlier,8,0.7760180995475114,0.5,,,
FisherSVM,cleveland,outlier,9,0.7142857142857142,0.5,,,
FisherSVM,cleveland,outlier,10,0.7583732057416268,0.5,,,
FisherSVM,cleveland,original,1,0.8846153846153846,0.125,,,
FisherSVM,cleveland,original,2,0.9054621848739496,0.125,,,
FisherSVM,cleveland,original,3,0.7735042735042735,0.125,,,
FisherSVM,cleveland,original,4,0.9027149321266968,0.125,,,
FisherSVM,cleveland,original,5,0.8,0.125,,,
FisherSVM,cleveland,original,6,0.868421052631579,0.125,,,
FisherSVM,cleveland,original,7,0.763888888888889,0.125,,,
FisherSVM,cleveland,original,8,0.8611111111111112,0.125,,,
FisherSVM,cleveland,original,9,0.8194444444444443,0.125,,,
FisherSVM,cleveland,original,10,0.8642533936651584,0.125,,,
FisherSVM,cleveland,noise,1,0.811965811965812,2.0,,,
FisherSVM,cleveland,noise,2,0.7626050420168067,2.0,,,
FisherSVM,cleveland,noise,3,0.6794871794871796,2.0,,,
FisherSVM,cleveland,noise,4,0.7669683257918551,2.0,,,
FisherSVM,cleveland,noise,5,0.8,2.0,,,
FisherSVM,cleveland,noise,6,0.868421052631579,2.0,,,
FisherSVM,cleveland,noise,7,0.6944444444444444,2.0,,,
FisherSVM,cleveland,noise,8,0.8333333333333333,2.0,,,
FisherSVM,cleveland,noise,9,0.8611111111111112,2.0,,,
FisherSVM,cleveland,noise,10,0.7963800904977375,2.0,,,
FisherSVM,cleveland,both,1,0.745798319327731,1.0,,,
FisherSVM,cleveland,both,2,0.8309523809523808,1.0,,,
FisherSVM,cleveland,both,3,0.6383928571428572,1.0,,,
FisherSVM,cleveland,both,4,0.75,1.0,,,
FisherSVM,cleveland,both,5,0.6527777777777778,1.0,,,
FisherSVM,cleveland,both,6,0.6805555555555556,1.0,,,
FisherSVM,cleveland,both,7,0.8492822966507176,1.0,,,
FisherSVM,cleveland,both,8,0.7222222222222223,1.0,,,
FisherSVM,cleveland,both,9,0.7329545454545454,1.0,,,
FisherSVM,cleveland,both,10,0.7083333333333334,1.0,,,
